id,left,top,right,bottom,_mean,Chlorideme,Fluorideme,Hardnessme,SARmean,Sulfatemea,TDSmean,WellDepthm,Joined lay,LR_prob_Y,NBC_prob_Y,LR_pred_Y,label_NBCpred
164,-115105.9346,959943.4646,-110277.9026,955115.4326,88.03603016,88.03603016,1.508163325,84.40518479,34.44202272,240.5138564,922.896182,537.5128269,0,,,,
165,-110277.9026,1128924.585,-105449.8706,1124096.553,68.01921066,68.01921066,1.187217568,87.35984481,23.51022621,132.185193,641.8256276,317.9853555,1,,,,
166,-110277.9026,1124096.553,-105449.8706,1119268.521,61.06656577,61.06656577,1.088024497,85.09581423,19.91895046,112.7127389,566.528814,264.9329726,1,,,,
167,-110277.9026,1119268.521,-105449.8706,1114440.489,61.5716446,61.5716446,1.073338043,87.18789212,19.12151881,111.5993715,557.6597369,254.543587,1,,,,
168,-110277.9026,1114440.489,-105449.8706,1109612.457,67.12162112,67.12162112,1.123947505,95.18076515,19.85788243,120.9691308,590.5076122,257.2316354,1,,,,
169,-110277.9026,1109612.457,-105449.8706,1104784.425,69.6656894,69.6656894,1.03810302,104.5500819,18.21287738,123.9448594,586.2450996,236.0853425,1,,,,
170,-110277.9026,1104784.425,-105449.8706,1099956.393,64.07812658,64.07812658,0.851511162,106.9104868,15.2369849,111.5923117,534.0548956,207.5815407,1,,,,
171,-110277.9026,1099956.393,-105449.8706,1095128.361,70.00709705,70.00709705,0.809019397,147.0877323,14.31811952,120.472024,553.5486661,212.7822146,1,,,,
172,-110277.9026,1095128.361,-105449.8706,1090300.329,83.12252395,83.12252395,0.733763933,162.1905369,11.54711321,115.6621039,541.0439844,192.0172689,1,0.000575055,0.00273012,0,0
173,-110277.9026,1090300.329,-105449.8706,1085472.297,128.9293645,128.9293645,0.526600277,277.0805605,7.664823603,239.7005372,848.0414075,100.8838482,0,0.000948191,5.14E-05,0,0
174,-110277.9026,1085472.297,-105449.8706,1080644.265,92.06466345,92.06466345,0.613795292,199.8395771,8.789597001,152.3923598,609.9896849,131.8721788,0,,,,
175,-110277.9026,1080644.265,-105449.8706,1075816.233,61.64687758,61.64687758,0.779543785,147.5660107,12.27347767,142.2844813,555.1097438,196.1503267,1,,,,
176,-110277.9026,1075816.233,-105449.8706,1070988.201,48.24448009,48.24448009,0.739424033,142.7306013,10.0086246,121.4002797,479.2841327,214.6461724,0,0.000288461,0.001579693,0,0
177,-110277.9026,1070988.201,-105449.8706,1066160.169,69.5961104,69.5961104,0.817856022,239.1991215,10.37346793,160.5229469,628.317389,223.0250433,1,4.35E-05,0.000673006,0,0
178,-110277.9026,1066160.169,-105449.8706,1061332.137,54.14957269,54.14957269,0.641391152,183.85596,8.123926596,100.7876393,483.1880689,201.0065567,1,0.000612425,0.040257771,0,0
179,-110277.9026,1061332.137,-105449.8706,1056504.105,51.42502689,51.42502689,0.605444168,143.4885922,9.985331887,95.04104325,487.2356009,194.2569348,1.200000048,0.000999823,0.057998568,0,0
180,-110277.9026,1056504.105,-105449.8706,1051676.073,38.96660711,38.96660711,0.709032124,77.03971372,16.35857905,143.5523004,589.4765955,248.7005833,1,0.133849148,0.221462598,0,0
181,-110277.9026,1051676.073,-105449.8706,1046848.041,32.9005454,32.9005454,0.705849601,83.28082118,11.92142093,135.2581008,540.1889191,260.9125943,0,0.006086075,0.038954454,0,0
182,-110277.9026,1046848.041,-105449.8706,1042020.009,31.97530579,31.97530579,0.671203141,83.55112161,12.54236574,151.8046963,563.1594041,301.5847359,0.800000012,0.02671615,0.133253056,0,0
183,-110277.9026,1042020.009,-105449.8706,1037191.977,31.2378396,31.2378396,0.622054843,119.917028,12.35590141,184.0155786,624.1722383,297.6008791,0.800000012,0.004168154,0.035072028,0,0
184,-110277.9026,1037191.977,-105449.8706,1032363.945,34.89352,34.89352,0.715176973,102.9478547,13.92123573,186.0499747,646.4041729,277.4017358,0.800000012,0.01362195,0.085105086,0,0
185,-110277.9026,1032363.945,-105449.8706,1027535.913,39.28580095,39.28580095,1.140426212,89.75375607,20.30497301,176.5379349,680.2149343,305.2331375,0.5,0.021419715,0.026054756,0,0
186,-110277.9026,1027535.913,-105449.8706,1022707.881,47.88471329,47.88471329,1.318738623,150.6196341,26.23567227,234.3417668,837.5519887,275.2336641,0,0.529537888,0.047803256,1,1
187,-110277.9026,1022707.881,-105449.8706,1017879.849,52.00887246,52.00887246,1.247182297,202.9996157,26.63084301,262.2287367,903.8139579,279.8228753,1,,,,
188,-110277.9026,1017879.849,-105449.8706,1013051.817,53.94083058,53.94083058,1.168212917,162.0263635,29.49923011,248.3108238,873.2742788,353.5618432,0,,,,
189,-110277.9026,1013051.817,-105449.8706,1008223.785,60.37779886,60.37779886,1.275316503,124.456393,32.68876935,248.1801528,888.3342393,409.7756641,1,,,,
190,-110277.9026,1008223.785,-105449.8706,1003395.753,66.97705911,66.97705911,1.396690809,99.16809184,34.81253071,249.9765255,914.052744,447.8757966,1,,,,
191,-110277.9026,1003395.753,-105449.8706,998567.7206,63.3046686,63.3046686,1.37251305,69.74248351,37.05340169,225.6610194,887.928429,447.461854,1,,,,
192,-110277.9026,998567.7206,-105449.8706,993739.6886,47.83141625,47.83141625,1.158431196,39.81120933,38.60045003,173.957593,797.8656802,399.8756088,0,,,,
193,-110277.9026,993739.6886,-105449.8706,988911.6566,69.30602247,69.30602247,1.398590746,54.30936145,38.60141437,218.9725497,898.3353645,457.7449679,0,,,,
194,-110277.9026,988911.6566,-105449.8706,984083.6246,89.12539663,89.12539663,1.594243489,67.8161141,38.41276913,257.2995351,984.1791021,507.4505775,0,,,,
195,-110277.9026,984083.6246,-105449.8706,979255.5926,95.003293,95.003293,1.635395783,73.77713633,37.83655987,265.8453679,1000.744928,525.377107,1,,,,
196,-110277.9026,979255.5926,-105449.8706,974427.5606,94.64892259,94.64892259,1.617583489,77.44664035,36.9981472,262.5701349,988.0627593,531.9117039,0,,,,
197,-110277.9026,974427.5606,-105449.8706,969599.5286,92.78506352,92.78506352,1.586912378,79.95433274,36.19705586,256.4226488,969.1063564,535.1134576,0,,,,
198,-110277.9026,969599.5286,-105449.8706,964771.4966,91.04645048,91.04645048,1.558450473,81.68301348,35.53642221,250.4370873,951.7083221,537.5829172,1,,,,
199,-110277.9026,964771.4966,-105449.8706,959943.4646,89.77120023,89.77120023,1.535543589,82.84715007,35.02502293,245.3761352,937.6024815,539.9346156,1,,,,
200,-110277.9026,959943.4646,-105449.8706,955115.4326,88.97233165,88.97233165,1.518866519,83.56429355,34.65858777,241.4496385,927.1077045,542.3219355,0,,,,
201,-105449.8706,1133752.617,-100621.8386,1128924.585,68.42297218,68.42297218,1.181798728,87.32365731,24.30680364,136.5075956,658.0185655,332.4434181,0,,,,
202,-105449.8706,1128924.585,-100621.8386,1124096.553,65.68985776,65.68985776,1.172810563,91.67255151,23.13478098,128.4276157,635.2564913,305.1668717,1,,,,
203,-105449.8706,1124096.553,-100621.8386,1119268.521,59.54506206,59.54506206,1.088816593,86.95348571,19.83466609,109.5420177,563.3630398,257.6975687,1,,,,
204,-105449.8706,1119268.521,-100621.8386,1114440.489,42.02979167,42.02979167,0.736208105,72.29318025,11.33241621,63.19037204,379.8560932,167.3976168,1,0.017359278,0.125426227,0,0
205,-105449.8706,1114440.489,-100621.8386,1109612.457,64.81226837,64.81226837,1.121025854,93.23805685,18.54810047,108.6687243,559.1868425,233.5055063,1,,,,
206,-105449.8706,1109612.457,-100621.8386,1104784.425,88.74914571,88.74914571,0.978809412,152.1234123,15.32742673,140.9825592,621.8096736,191.4886701,1,9.39E-05,0.00053644,0,0
207,-105449.8706,1104784.425,-100621.8386,1099956.393,57.12729129,57.12729129,0.650983643,81.466099,11.440609,94.96135171,461.8914816,161.2360179,0.5,0.018727885,0.111988605,0,0
208,-105449.8706,1099956.393,-100621.8386,1095128.361,65.74517391,65.74517391,0.679190248,118.1631338,11.11745806,92.91081967,463.2957164,202.6785271,1,,,,
209,-105449.8706,1095128.361,-100621.8386,1090300.329,88.53908205,88.53908205,0.643726268,167.6419975,9.291207557,116.2308561,524.3603123,178.0440456,1,8.80E-05,3.94E-06,0,0
210,-105449.8706,1090300.329,-100621.8386,1085472.297,82.23071703,82.23071703,0.553890881,201.6950272,5.489249008,112.3199752,507.0648907,106.7059921,0,6.69E-05,1.98E-05,0,0
211,-105449.8706,1085472.297,-100621.8386,1080644.265,77.7884909,77.7884909,0.712256552,185.4577885,9.25817137,127.8936855,550.8682149,141.7252668,1,1.71E-05,1.28E-08,0,0
212,-105449.8706,1080644.265,-100621.8386,1075816.233,61.86937597,61.86937597,0.996986612,159.0374485,15.63277302,181.0035176,677.8313144,234.1597917,1,,,,
213,-105449.8706,1075816.233,-100621.8386,1070988.201,55.72302491,55.72302491,1.014934549,246.4297928,10.95542233,222.5053494,705.8989837,216.8138735,1,9.50E-06,3.70E-06,0,0
214,-105449.8706,1070988.201,-100621.8386,1066160.169,67.37729954,67.37729954,0.928062231,224.6602245,13.22408378,184.8429157,691.5111946,249.4089314,0,,,,
215,-105449.8706,1066160.169,-100621.8386,1061332.137,52.36168056,52.36168056,0.762305253,169.4184237,13.45804082,195.6270521,660.0262219,277.1143539,0,0.007737891,0.062479871,0,0
216,-105449.8706,1061332.137,-100621.8386,1056504.105,48.95735613,48.95735613,0.797618109,122.7405963,17.08705144,177.0774315,644.7528589,298.4645574,1.200000048,,,,
217,-105449.8706,1056504.105,-100621.8386,1051676.073,43.23650138,43.23650138,0.843736884,78.18945491,21.75123235,177.4990776,664.08898,325.7066344,1,,,,
218,-105449.8706,1051676.073,-100621.8386,1046848.041,36.84062936,36.84062936,0.819727827,68.87959158,22.24241792,178.3385832,652.4597962,349.9999523,0.800000012,,,,
219,-105449.8706,1046848.041,-100621.8386,1042020.009,35.75805047,35.75805047,0.774900542,69.87315393,20.11077542,184.251028,648.7011182,372.2603606,0.800000012,,,,
220,-105449.8706,1042020.009,-100621.8386,1037191.977,30.73979007,30.73979007,0.66765434,57.29772847,21.95905283,199.4069683,672.0124091,383.4655308,0.800000012,0.154431821,0.216911737,0,0
221,-105449.8706,1037191.977,-100621.8386,1032363.945,33.88209216,33.88209216,0.870785833,72.45136922,19.56587677,217.8491948,713.1954265,320.7942553,0.800000012,0.02645282,0.026906806,0,0
222,-105449.8706,1032363.945,-100621.8386,1027535.913,43.59712657,43.59712657,1.16867959,80.17629066,28.03413655,221.6654688,791.9195649,328.7223681,0.800000012,,,,
223,-105449.8706,1027535.913,-100621.8386,1022707.881,47.79981181,47.79981181,1.436503346,50.69049926,42.73804453,241.3975739,907.7482047,267.7898937,0,0.15890327,0.228008018,0,0
224,-105449.8706,1022707.881,-100621.8386,1017879.849,43.94286676,43.94286676,1.231778565,81.79490522,41.1338151,208.2373596,832.0395383,333.6363118,0.5,,,,
225,-105449.8706,1017879.849,-100621.8386,1013051.817,39.86658979,39.86658979,1.029399464,59.57921211,46.23142483,220.9304581,825.576203,437.3587595,1,0.230711672,0.28031271,0,0
226,-105449.8706,1013051.817,-100621.8386,1008223.785,59.72734773,59.72734773,1.320502716,85.58731154,39.17225329,250.2035482,904.5786215,451.473913,4,,,,
227,-105449.8706,1008223.785,-100621.8386,1003395.753,74.29158847,74.29158847,1.57610799,76.5705894,39.03980748,274.3787237,982.0068236,490.0508281,0,,,,
228,-105449.8706,1003395.753,-100621.8386,998567.7206,70.17536888,70.17536888,1.584456354,52.59456434,40.38800842,248.7170639,955.4092792,490.063529,0,,,,
229,-105449.8706,998567.7206,-100621.8386,993739.6886,47.28023699,47.28023699,1.215651474,25.98058082,40.42874219,171.482961,808.2001809,408.0929863,0,0.151893799,0.233255614,0,0
230,-105449.8706,993739.6886,-100621.8386,988911.6566,85.17243728,85.17243728,1.58978974,45.16999586,41.39956077,245.9464249,984.8636748,488.4912889,0,,,,
231,-105449.8706,988911.6566,-100621.8386,984083.6246,114.5796976,114.5796976,1.843050264,59.47575104,41.96643673,299.1783311,1112.840772,544.3451348,1,,,,
232,-105449.8706,984083.6246,-100621.8386,979255.5926,112.6756164,112.6756164,1.80743,67.3352526,40.45839636,294.9233364,1091.050494,551.3239909,0,,,,
233,-105449.8706,979255.5926,-100621.8386,974427.5606,104.2495493,104.2495493,1.716507296,73.06644886,38.61886583,278.6115272,1038.835187,548.5957159,0,,,,
234,-105449.8706,974427.5606,-100621.8386,969599.5286,98.08395968,98.08395968,1.645673771,76.92450935,37.23063525,265.3922377,998.2488877,546.7228334,1,,,,
235,-105449.8706,969599.5286,-100621.8386,964771.4966,94.23022522,94.23022522,1.596356151,79.47807098,36.24670158,255.8366369,969.8378439,546.4352456,1,,,,
236,-105449.8706,964771.4966,-100621.8386,959943.4646,91.8887164,91.8887164,1.562228316,81.15540375,35.55125748,248.9233252,949.9588663,547.1848621,1,,,,
237,-105449.8706,959943.4646,-100621.8386,955115.4326,90.47858795,90.47858795,1.538698649,82.24649297,35.06462596,243.9737211,936.1314362,548.230776,1,,,,
238,-100621.8386,1186860.969,-95793.8066,1182032.937,59.48789006,59.48789006,0.753450379,82.72654768,20.79618944,101.1305444,530.7360945,416.2957599,1,,,,
239,-100621.8386,1182032.937,-95793.8066,1177204.905,62.17285498,62.17285498,0.738779534,90.37906434,20.05462594,102.6489995,531.9235529,406.5490882,1.00E+00,,,,
240,-100621.8386,1177204.905,-95793.8066,1172376.873,76.62626544,76.62626544,0.729531181,125.3119609,17.98661198,116.3365648,561.070277,389.1898095,1.00E+00,,,,
241,-100621.8386,1172376.873,-95793.8066,1167548.841,127.4297049,127.4297049,0.705168797,232.8511478,14.60148765,157.9565915,681.3524528,331.1485923,1.00E+00,,,,
242,-100621.8386,1167548.841,-95793.8066,1162720.809,296.0746604,296.0746604,0.690950295,576.3105304,8.060538493,295.1110663,1113.281152,181.9626836,1,8.47E-07,2.08E-09,0,0
243,-100621.8386,1162720.809,-95793.8066,1157892.777,153.692867,153.692867,0.676160499,280.2655763,13.26650443,182.6819679,757.443729,262.5387021,0,,,,
244,-100621.8386,1157892.777,-95793.8066,1153064.745,80.49398088,80.49398088,0.710711136,126.0929696,16.55030959,129.4012619,588.371688,309.2086343,1,,,,
245,-100621.8386,1148236.713,-95793.8066,1143408.681,60.4225785,60.4225785,0.892999717,81.39754167,18.71268317,128.4778717,582.8800183,336.0129517,0,,,,
246,-100621.8386,1138580.649,-95793.8066,1133752.617,68.86596788,68.86596788,1.156560875,78.61122,24.96825137,142.6231075,670.9443013,347.7934575,0,,,,
247,-100621.8386,1133752.617,-95793.8066,1128924.585,67.10733087,67.10733087,1.167124231,87.94872813,24.55978454,137.0057879,662.4186677,328.1829694,0.100000001,,,,
248,-100621.8386,1128924.585,-95793.8066,1124096.553,54.05518678,54.05518678,0.987076037,132.5563386,18.88170487,109.5925502,587.4377042,249.6314216,1,6.18E-05,0.000897986,0,0
249,-100621.8386,1124096.553,-95793.8066,1119268.521,55.11345575,55.11345575,1.098703663,116.7454734,19.43413359,106.1343071,578.3056139,237.3039284,1,,,,
250,-100621.8386,1119268.521,-95793.8066,1114440.489,64.73440327,64.73440327,1.086115303,101.6157533,16.49088272,98.7509577,527.9433425,222.3605283,1,0.00050409,0.009035484,0,0
251,-100621.8386,1114440.489,-95793.8066,1109612.457,58.8946122,58.8946122,1.202010113,96.01911084,18.13184272,119.415448,570.7720642,243.8621439,0.600000024,0.004194672,0.01907056,0,0
252,-100621.8386,1109612.457,-95793.8066,1104784.425,57.7549289,57.7549289,1.721280861,76.26274567,25.75264634,105.0420007,614.2000959,249.9818828,1,0.428179233,0.255162481,0,0
253,-100621.8386,1104784.425,-95793.8066,1099956.393,54.26492128,54.26492128,1.174406714,61.93455164,21.19433071,90.98492441,530.7358653,231.9711623,1,0.03790742,0.135009431,0,0
254,-100621.8386,1099956.393,-95793.8066,1095128.361,63.33369807,63.33369807,0.746823913,94.73914709,14.48952991,89.39457321,471.2100479,230.162478,1.200000048,0.000973045,0.009489924,0,0
255,-100621.8386,1095128.361,-95793.8066,1090300.329,80.37036515,80.37036515,0.843491713,172.1473471,13.58434234,146.7850554,603.4216528,201.0797823,1,,,,
256,-100621.8386,1090300.329,-95793.8066,1085472.297,87.49715028,87.49715028,0.658390851,265.7687944,7.761891784,173.8158128,623.0023387,124.0661452,0,3.92E-06,2.03E-08,0,0
257,-100621.8386,1085472.297,-95793.8066,1080644.265,69.15294234,69.15294234,1.040035864,170.8749311,16.0041052,171.9472039,677.2548556,211.1008391,1.200000048,,,,
258,-100621.8386,1080644.265,-95793.8066,1075816.233,51.35421081,51.35421081,1.293103321,125.1071765,21.04344299,216.8090316,789.1551659,260.8616296,1,0.019141002,0.037621805,0,0
259,-100621.8386,1075816.233,-95793.8066,1070988.201,54.84996111,54.84996111,1.549969869,175.2648716,22.29912594,216.341485,795.6116331,288.0855135,1.200000048,,,,
260,-100621.8386,1070988.201,-95793.8066,1066160.169,47.89327929,47.89327929,1.52336963,100.1433676,27.05862107,179.6594128,738.3428989,331.5173452,0,,,,
261,-100621.8386,1066160.169,-95793.8066,1061332.137,49.42958414,49.42958414,1.022250626,118.2150582,21.64243192,218.5427076,739.8611661,358.5448799,0,,,,
262,-100621.8386,1061332.137,-95793.8066,1056504.105,52.72524815,52.72524815,1.030027444,99.35739946,25.51656385,230.3074795,770.8525586,411.270755,1.200000048,,,,
263,-100621.8386,1056504.105,-95793.8066,1051676.073,49.11436738,49.11436738,1.044502366,62.97079253,32.45315664,247.8627933,810.1626236,453.018636,1,,,,
264,-100621.8386,1051676.073,-95793.8066,1046848.041,30.78391172,30.78391172,0.860430085,28.48271815,39.01823883,236.4297729,777.0351862,454.9393144,0,0.357567332,0.281579234,0,0
265,-100621.8386,1046848.041,-95793.8066,1042020.009,33.48595587,33.48595587,0.795042032,37.4434405,29.81058734,215.4482313,726.2758401,526.2394841,0,0.373914099,0.370838856,0,0
266,-100621.8386,1042020.009,-95793.8066,1037191.977,41.43025161,41.43025161,0.93223124,50.1484228,29.82110634,227.8594403,774.8657003,495.9270498,0,,,,
267,-100621.8386,1037191.977,-95793.8066,1032363.945,47.4065018,47.4065018,1.139019395,63.67154952,31.03052014,237.3065256,822.8546213,454.2806032,0.800000012,,,,
268,-100621.8386,1032363.945,-95793.8066,1027535.913,48.55097479,48.55097479,1.326929874,62.90783357,34.97984091,223.7508103,839.3232359,423.3234767,0,,,,
269,-100621.8386,1027535.913,-95793.8066,1022707.881,47.21991981,47.21991981,1.430984317,49.28094781,41.21655043,221.1978297,869.8266823,375.7925686,4,0.376367055,0.332149151,0,0
270,-100621.8386,1022707.881,-95793.8066,1017879.849,52.41956446,52.41956446,1.352863343,72.65448301,39.29787783,235.1752926,878.1935227,401.1561445,0,,,,
271,-100621.8386,1017879.849,-95793.8066,1013051.817,51.06843788,51.06843788,1.23505384,62.5704868,43.20880963,235.1016507,870.0979421,456.5245482,0,,,,
272,-100621.8386,1013051.817,-95793.8066,1008223.785,69.60862641,69.60862641,1.505059881,69.53118353,41.44796915,273.7559385,970.0851882,492.7348757,0,,,,
273,-100621.8386,1008223.785,-95793.8066,1003395.753,97.92828874,97.92828874,1.951987555,52.29883429,45.2762394,359.9889189,1175.128861,547.9790997,0,,,,
274,-100621.8386,1003395.753,-95793.8066,998567.7206,89.63485887,89.63485887,2.202223417,33.78148391,45.22945056,321.341003,1136.364823,602.9955087,0,,,,
275,-100621.8386,998567.7206,-95793.8066,993739.6886,85.05372454,85.05372454,2.095198294,35.16314702,43.00793272,266.3048131,1049.904498,596.6117466,0,,,,
276,-100621.8386,993739.6886,-95793.8066,988911.6566,160.4705997,160.4705997,2.3221791,44.53494779,48.31867396,376.4961311,1350.435969,606.9440085,0,,,,
277,-100621.8386,988911.6566,-95793.8066,984083.6246,192.5440845,192.5440845,2.484851378,49.4348505,50.09116846,422.6283715,1478.792042,626.785968,0,,,,
278,-100621.8386,984083.6246,-95793.8066,979255.5926,141.8711241,141.8711241,2.062647485,61.18532103,43.96929873,341.6707078,1232.24058,587.289737,0,,,,
279,-100621.8386,979255.5926,-95793.8066,974427.5606,114.9358178,114.9358178,1.81952992,69.51676957,40.17635292,295.9488679,1092.689764,566.6842505,0,,,,
280,-100621.8386,974427.5606,-95793.8066,969599.5286,102.99893,102.99893,1.698133871,74.53060002,38.10567735,273.3268386,1023.995545,558.4872776,1,,,,
281,-100621.8386,969599.5286,-95793.8066,964771.4966,96.99461828,96.99461828,1.628503395,77.69101296,36.83061612,260.1736656,984.7241064,555.3629212,0,,,,
282,-100621.8386,964771.4966,-95793.8066,959943.4646,93.69852877,93.69852877,1.584697272,79.75936574,35.98664625,251.7501871,960.0653898,554.1225113,1,,,,
283,-100621.8386,959943.4646,-95793.8066,955115.4326,91.85537079,91.85537079,1.557422385,81.08965294,35.44380793,246.5622757,944.9479026,553.0417026,1,,,,
284,-95793.8066,1201345.065,-90965.7746,1196517.033,52.81351683,52.81351683,0.802209121,72.76439069,21.43196575,99.91679134,521.3214319,462.7856446,0,,,,
285,-95793.8066,1196517.033,-90965.7746,1191689.001,52.17541011,52.17541011,0.778463019,73.28313135,20.89174348,97.02808556,511.5363659,449.8315326,1,,,,
286,-95793.8066,1191689.001,-90965.7746,1186860.969,52.62611472,52.62611472,0.753442549,72.85554799,20.81120625,94.47655559,508.0319747,433.0899264,0,,,,
287,-95793.8066,1186860.969,-90965.7746,1182032.937,49.93082577,49.93082577,0.672861001,64.22713175,20.8284995,82.46328126,485.6321667,386.8231146,1,,,,
288,-95793.8066,1182032.937,-90965.7746,1177204.905,49.17792057,49.17792057,0.614432344,62.92691461,20.27765021,75.62927127,469.8218731,353.7912946,0,,,,
289,-95793.8066,1177204.905,-90965.7746,1172376.873,61.98124872,61.98124872,0.66190005,102.3214563,17.18443209,96.58816971,499.5634709,380.931892,1,,,,
290,-95793.8066,1172376.873,-90965.7746,1167548.841,77.90013934,77.90013934,0.618604218,144.1183741,13.70323914,108.6560621,516.4728252,349.3601662,1,,,,
291,-95793.8066,1167548.841,-90965.7746,1162720.809,96.1809151,96.1809151,0.523413776,183.2885243,10.32900984,115.4553004,528.5249809,281.9399527,1,,,,
292,-95793.8066,1162720.809,-90965.7746,1157892.777,71.10064074,71.10064074,0.481164828,111.618598,13.54191761,102.5049829,506.332402,236.2898608,1,0.01024612,0.059512726,0,0
293,-95793.8066,1157892.777,-90965.7746,1153064.745,55.22018977,55.22018977,0.556544531,75.10699982,15.29460718,101.205894,498.3927556,254.1116232,1,,,,
294,-95793.8066,1153064.745,-90965.7746,1148236.713,53.67913066,53.67913066,0.746045196,80.20342017,15.66592603,116.9792554,528.0587348,310.6100086,1,,,,
295,-95793.8066,1148236.713,-90965.7746,1143408.681,55.36113952,55.36113952,0.841587145,78.00409266,16.85132938,121.91227,554.171532,313.9747177,1,,,,
296,-95793.8066,1143408.681,-90965.7746,1138580.649,59.46951786,59.46951786,0.945934191,76.39565914,19.22123631,129.7285743,593.402476,322.9473863,1,,,,
297,-95793.8066,1138580.649,-90965.7746,1133752.617,67.03622128,67.03622128,1.102931008,74.87788986,23.73930338,141.7713558,656.7128496,346.0294002,1,,,,
298,-95793.8066,1133752.617,-90965.7746,1128924.585,69.17236047,69.17236047,1.183571165,76.87100647,26.22674615,145.6194072,686.9116992,341.0115998,1,,,,
299,-95793.8066,1128924.585,-90965.7746,1124096.553,58.10287996,58.10287996,1.063254209,101.1011136,23.19630931,131.4160215,642.4536003,289.7118119,1,,,,
300,-95793.8066,1124096.553,-90965.7746,1119268.521,56.24275757,56.24275757,1.284283153,83.47579108,26.23052578,125.7192609,652.4380251,289.7962568,1,,,,
301,-95793.8066,1119268.521,-90965.7746,1114440.489,64.83423727,64.83423727,2.074766948,53.04111455,33.47248143,138.5210451,739.039587,275.0911911,1,0.264613661,0.280952924,0,0
302,-95793.8066,1114440.489,-90965.7746,1109612.457,75.45795594,75.45795594,1.736972778,69.05534031,28.33822841,155.2388604,743.9170235,272.2231883,0,0.700516647,0.462387549,1,1
303,-95793.8066,1109612.457,-90965.7746,1104784.425,75.60831613,75.60831613,2.233080322,35.05948573,38.8762775,145.9792697,797.3331566,298.7232995,2,0.986541978,0.798381501,1,1
304,-95793.8066,1104784.425,-90965.7746,1099956.393,72.20889164,72.20889164,1.78137937,58.10521133,31.0711248,135.215748,713.6425241,295.2770184,2,,,,
305,-95793.8066,1099956.393,-90965.7746,1095128.361,79.44990371,79.44990371,1.375363547,92.24020889,24.50553656,147.896979,687.7528484,296.5884292,1,,,,
306,-95793.8066,1095128.361,-90965.7746,1090300.329,86.62858693,86.62858693,1.29517388,127.4817203,22.49684933,174.7163319,727.9012633,289.7468555,1,,,,
307,-95793.8066,1090300.329,-90965.7746,1085472.297,82.66862253,82.66862253,1.24296491,147.8903932,21.59787078,189.3217968,742.1741053,277.6316102,1,,,,
308,-95793.8066,1085472.297,-90965.7746,1080644.265,67.74006312,67.74006312,1.443685829,118.4765078,26.37082308,208.9422623,800.1037439,309.2729902,1,,,,
309,-95793.8066,1080644.265,-90965.7746,1075816.233,45.0476867,45.0476867,1.64116496,79.92372864,30.6255057,197.6435845,814.3566992,333.9670125,1,0.021521418,0.046814629,0,0
310,-95793.8066,1075816.233,-90965.7746,1070988.201,44.60650418,44.60650418,1.731335011,42.92176401,32.42501499,141.5823569,735.1886229,376.3937915,0.800000012,0.132716633,0.256213973,0,0
311,-95793.8066,1070988.201,-90965.7746,1066160.169,41.19741912,41.19741912,1.855386113,37.13366759,34.83503242,147.8459672,744.0844753,346.8828219,0,0.461421153,0.332603183,0,0
312,-95793.8066,1066160.169,-90965.7746,1061332.137,47.99857441,47.99857441,1.272659729,60.22667754,32.18675939,198.0899761,760.2492626,465.874629,1,,,,
313,-95793.8066,1061332.137,-90965.7746,1056504.105,51.61928359,51.61928359,1.19755071,54.30891128,37.34949535,256.053309,852.7982776,596.6322606,0,,,,
314,-95793.8066,1056504.105,-90965.7746,1051676.073,80.22535619,80.22535619,1.575512553,44.50324645,42.99922143,436.3564424,1176.205453,624.094276,0,,,,
315,-95793.8066,1051676.073,-90965.7746,1046848.041,66.19369489,66.19369489,1.298122087,33.78674153,42.50637266,406.2513251,1092.933175,594.110733,0,0.999133331,0.991765844,1,1
316,-95793.8066,1046848.041,-90965.7746,1042020.009,31.50832395,31.50832395,0.844752449,21.66238196,35.85163433,204.2674479,717.8180929,628.5881361,0,0.052720069,0.194751252,0,0
317,-95793.8066,1042020.009,-90965.7746,1037191.977,56.11805703,56.11805703,1.266678254,31.0980373,44.30653577,335.3345972,1044.88849,616.1675043,0,0.958170625,0.808167344,1,1
318,-95793.8066,1037191.977,-90965.7746,1032363.945,57.39963407,57.39963407,1.444814567,43.55626392,41.97306523,290.9172503,985.7781909,573.8315995,0,,,,
319,-95793.8066,1032363.945,-90965.7746,1027535.913,45.53179229,45.53179229,1.589481832,32.78883306,41.43374258,182.5037826,827.5995479,583.773973,0,0.355975475,0.362930528,0,0
320,-95793.8066,1027535.913,-90965.7746,1022707.881,57.85321553,57.85321553,1.674598584,56.97052005,39.82375406,233.7191788,901.5879699,515.9166988,1,,,,
321,-95793.8066,1022707.881,-90965.7746,1017879.849,61.46451161,61.46451161,1.53160653,71.26599496,38.3700871,244.1341327,907.79162,483.0057521,0,,,,
322,-95793.8066,1017879.849,-90965.7746,1013051.817,66.36961797,66.36961797,1.507050832,73.18131916,39.09259593,254.5097121,931.2209736,495.7185288,0,,,,
323,-95793.8066,1013051.817,-90965.7746,1008223.785,79.71075628,79.71075628,1.683973255,63.72200791,41.98666568,291.7672035,1026.68961,536.1672691,0,,,,
324,-95793.8066,1008223.785,-90965.7746,1003395.753,113.1790912,113.1790912,2.152674181,38.18072077,49.77798585,415.0902688,1300.391152,588.8106336,0,,,,
